team,year,conference,expected_wins,win_pct,recent_win_pct
San José State,2012,Western Athletic,9.5,0.8461538461538461,0.4012738853503185
SMU,2012,Conference USA,6.3,0.5384615384615384,0.35443037974683544
South Alabama,2012,Sun Belt,4.9,0.15384615384615385,0.15384615384615385
South Carolina,2012,SEC,8.9,0.8461538461538461,0.6111111111111112
Southern Mississippi,2012,Conference USA,4.0,0.0,0.5696969696969697
South Florida,2012,Big East,4.4,0.25,0.5833333333333334
Stanford,2012,Pac-12,9.5,0.8571428571428571,0.5256410256410257
Syracuse,2012,Big East,8.3,0.6153846153846154,0.4267515923566879
TCU,2012,Big 12,7.9,0.5384615384615384,0.7730061349693251
Temple,2012,Big East,3.6,0.36363636363636365,0.35947712418300654
Tennessee,2012,SEC,7.4,0.4166666666666667,0.6036585365853658
Texas,2012,Big 12,7.4,0.6923076923076923,0.7904191616766467
Texas A&M,2012,SEC,9.1,0.8461538461538461,0.5590062111801242
Texas State,2012,Western Athletic,4.2,0.3333333333333333,0.3333333333333333
Texas Tech,2012,Big 12,8.5,0.6153846153846154,0.6385542168674698
Toledo,2012,Mid-American,6.3,0.6923076923076923,0.6149068322981367
Troy,2012,Sun Belt,7.0,0.4166666666666667,0.5273972602739726
Tulane,2012,Conference USA,3.3,0.16666666666666666,0.3225806451612903
Tulsa,2012,Conference USA,8.6,0.7857142857142857,0.5481927710843374
UAB,2012,Conference USA,4.4,0.25,0.38562091503267976
UCF,2012,Conference USA,9.3,0.7142857142857143,0.515527950310559
UCLA,2012,Pac-12,8.7,0.6428571428571429,0.524390243902439
UMass,2012,Mid-American,1.3,0.08333333333333333,0.08333333333333333
UNLV,2012,Mountain West,4.9,0.15384615384615385,0.30128205128205127
USC,2012,Pac-12,6.8,0.5384615384615384,0.7650602409638554
Utah,2012,Pac-12,6.0,0.4166666666666667,0.68125
Utah State,2012,Western Athletic,8.1,0.8461538461538461,0.35294117647058826
UTEP,2012,Conference USA,3.4,0.25,0.39490445859872614
UT San Antonio,2012,Western Athletic,5.7,0.6666666666666666,0.6666666666666666
Vanderbilt,2012,SEC,7.7,0.6923076923076923,0.32903225806451614
Virginia,2012,ACC,6.6,0.3333333333333333,0.5031055900621118
Virginia Tech,2012,ACC,7.1,0.5384615384615384,0.7441860465116279
Wake Forest,2012,ACC,3.4,0.4166666666666667,0.47468354430379744
Washington,2012,Pac-12,6.3,0.5384615384615384,0.44025157232704404
Washington State,2012,Pac-12,5.0,0.25,0.4230769230769231
Western Kentucky,2012,Sun Belt,7.5,0.5384615384615384,0.3424657534246575
Western Michigan,2012,Mid-American,6.4,0.3333333333333333,0.4807692307692308
West Virginia,2012,Big 12,7.1,0.5384615384615384,0.6829268292682927
Wisconsin,2012,Big Ten,7.8,0.5714285714285714,0.6823529411764706
Wyoming,2012,Mountain West,4.1,0.3333333333333333,0.36774193548387096
Air Force,2013,Mountain West,4.9,0.16666666666666666,0.5317919075144508
Akron,2013,Mid-American,5.2,0.4166666666666667,0.35542168674698793
Alabama,2013,SEC,10.9,0.8461538461538461,0.6944444444444444
Arizona,2013,Pac-12,7.7,0.6153846153846154,0.44970414201183434
Arizona State,2013,Pac-12,7.5,0.7142857142857143,0.5428571428571428
Arkansas,2013,SEC,4.9,0.25,0.5657142857142857
Arkansas State,2013,Sun Belt,5.9,0.6153846153846154,0.44970414201183434
Army,2013,FBS Independents,5.2,0.25,0.24096385542168675
Auburn,2013,SEC,9.0,0.8571428571428571,0.6944444444444444
Ball State,2013,Mid-American,7.5,0.7692307692307693,0.47928994082840237
Baylor,2013,Big 12,10.7,0.8461538461538461,0.4166666666666667
Boise State,2013,Mountain West,7.2,0.6153846153846154,0.856353591160221
Boston College,2013,ACC,5.9,0.5384615384615384,0.6067415730337079
Bowling Green,2013,Mid-American,9.1,0.7142857142857143,0.5523255813953488
Buffalo,2013,Mid-American,6.8,0.6153846153846154,0.281437125748503
BYU,2013,FBS Independents,9.1,0.6153846153846154,0.6440677966101694
California,2013,Pac-12,4.6,0.08333333333333333,0.5028901734104047
Central Michigan,2013,Mid-American,5.2,0.5,0.45930232558139533
Cincinnati,2013,American Athletic,8.2,0.6923076923076923,0.6271186440677966
Clemson,2013,ACC,9.1,0.8461538461538461,0.6536312849162011
Colorado,2013,Pac-12,4.5,0.3333333333333333,0.40804597701149425
Colorado State,2013,Mountain West,8.0,0.5714285714285714,0.45664739884393063
Connecticut,2013,American Athletic,4.7,0.25,0.4911242603550296
Duke,2013,ACC,7.3,0.7142857142857143,0.24550898203592814
East Carolina,2013,Conference USA,8.8,0.7692307692307693,0.5028571428571429
Eastern Michigan,2013,Mid-American,4.2,0.16666666666666666,0.23780487804878048
Florida,2013,SEC,5.8,0.3333333333333333,0.7182320441988951
Florida Atlantic,2013,Conference USA,6.7,0.5,0.3761467889908257
Florida International,2013,Conference USA,2.3,0.08333333333333333,0.30275229357798167
Florida State,2013,ACC,12.3,1.0,0.7065217391304348
Fresno State,2013,Mountain West,8.1,0.8461538461538461,0.6208791208791209
Georgia,2013,SEC,8.7,0.6153846153846154,0.73224043715847
Georgia State,2013,Sun Belt,5.4,0.0,0.0
Georgia Tech,2013,ACC,7.1,0.5384615384615384,0.5989010989010989
Hawai'i,2013,Mountain West,4.9,0.08333333333333333,0.5494505494505495
Houston,2013,American Athletic,6.8,0.6153846153846154,0.52
Illinois,2013,Big Ten,5.9,0.3333333333333333,0.3869047619047619
Indiana,2013,Big Ten,7.0,0.4166666666666667,0.32727272727272727
Iowa,2013,Big Ten,7.6,0.6153846153846154,0.6079545454545454
Iowa State,2013,Big 12,4.4,0.25,0.43352601156069365
Kansas,2013,Big 12,4.1,0.25,0.39285714285714285
Kansas State,2013,Big 12,8.4,0.6153846153846154,0.6045197740112994
Kent State,2013,Mid-American,4.9,0.3333333333333333,0.3855421686746988
Kentucky,2013,SEC,4.8,0.16666666666666666,0.38461538461538464
Louisiana,2013,Sun Belt,7.4,0.6923076923076923,0.4311377245508982
Louisiana Monroe,2013,Sun Belt,5.0,0.5,0.36363636363636365
Louisiana Tech,2013,Conference USA,5.8,0.3333333333333333,0.4588235294117647
Louisville,2013,American Athletic,10.9,0.9230769230769231,0.6818181818181818
LSU,2013,SEC,8.2,0.7692307692307693,0.782608695652174
Marshall,2013,Conference USA,8.9,0.7142857142857143,0.5402298850574713
Maryland,2013,ACC,7.4,0.5384615384615384,0.5375722543352601
Memphis,2013,American Athletic,6.4,0.25,0.3727810650887574
Miami,2013,ACC,6.1,0.6923076923076923,0.6914285714285714
Miami (OH),2013,Mid-American,2.2,0.0,0.4476744186046512
Michigan,2013,Big Ten,7.3,0.5384615384615384,0.6477272727272727
Michigan State,2013,Big Ten,9.6,0.9285714285714286,0.5795454545454546
Middle Tennessee,2013,Conference USA,5.8,0.6153846153846154,0.4880952380952381
Minnesota,2013,Big Ten,6.9,0.6153846153846154,0.47126436781609193
Mississippi State,2013,SEC,7.1,0.5384615384615384,0.4294117647058823
Missouri,2013,SEC,8.0,0.8571428571428571,0.5965909090909091
Navy,2013,FBS Independents,6.2,0.6923076923076923,0.5459770114942529
NC State,2013,ACC,5.8,0.25,0.5287356321839081
Nebraska,2013,Big Ten,9.0,0.6923076923076923,0.6703296703296703
Nevada,2013,Mountain West,4.6,0.3333333333333333,0.5142857142857142
New Mexico,2013,Mountain West,5.3,0.25,0.3953488372093023
New Mexico State,2013,FBS Independents,4.4,0.16666666666666666,0.27218934911242604
North Carolina,2013,ACC,8.4,0.5384615384615384,0.48255813953488375
Northern Illinois,2013,Mid-American,8.3,0.8571428571428571,0.6440677966101694
North Texas,2013,Conference USA,7.1,0.6923076923076923,0.3727810650887574
Northwestern,2013,Big Ten,6.7,0.4166666666666667,0.5144508670520231
Notre Dame,2013,FBS Independents,7.4,0.6923076923076923,0.6149425287356322
Ohio,2013,Mid-American,5.6,0.5384615384615384,0.48554913294797686
Ohio State,2013,Big Ten,9.0,0.8571428571428571,0.8044692737430168
Oklahoma,2013,Big 12,7.3,0.8461538461538461,0.8181818181818182
Oklahoma State,2013,Big 12,8.6,0.7692307692307693,0.6171428571428571
Ole Miss,2013,SEC,7.7,0.6153846153846154,0.49122807017543857
Oregon,2013,Pac-12,9.4,0.8461538461538461,0.7528089887640449
Oregon State,2013,Pac-12,7.1,0.5384615384615384,0.5942857142857143
Penn State,2013,Big Ten,6.9,0.5833333333333334,0.6242774566473989
Pittsburgh,2013,ACC,7.9,0.5384615384615384,0.5771428571428572
Purdue,2013,Big Ten,3.5,0.08333333333333333,0.4885057471264368
Rice,2013,Conference USA,7.4,0.7142857142857143,0.42011834319526625
Rutgers,2013,American Athletic,5.7,0.46153846153846156,0.5
San Diego State,2013,Mountain West,7.3,0.6153846153846154,0.4235294117647059
San José State,2013,Mountain West,6.3,0.5,0.40828402366863903
SMU,2013,American Athletic,6.2,0.4166666666666667,0.3588235294117647
South Alabama,2013,Sun Belt,5.7,0.5,0.32
South Carolina,2013,SEC,8.7,0.8461538461538461,0.6285714285714286
Southern Mississippi,2013,Conference USA,3.0,0.08333333333333333,0.536723163841808
South Florida,2013,American Athletic,4.7,0.16666666666666666,0.5535714285714286
Stanford,2013,Pac-12,9.6,0.7857142857142857,0.5470588235294118
Syracuse,2013,ACC,6.3,0.5384615384615384,0.43529411764705883
TCU,2013,Big 12,6.2,0.3333333333333333,0.7428571428571429
Temple,2013,American Athletic,5.5,0.16666666666666666,0.34545454545454546
Tennessee,2013,SEC,5.1,0.4166666666666667,0.5909090909090909
Texas,2013,Big 12,6.2,0.6153846153846154,0.7777777777777778
Texas A&M,2013,SEC,9.0,0.6923076923076923,0.5689655172413793
Texas State,2013,Sun Belt,4.5,0.5,0.4166666666666667
Texas Tech,2013,Big 12,8.3,0.6153846153846154,0.6368715083798883
Toledo,2013,Mid-American,5.1,0.5833333333333334,0.6127167630057804
Troy,2013,Sun Belt,5.4,0.5,0.5253164556962026
Tulane,2013,Conference USA,6.5,0.5384615384615384,0.3392857142857143
Tulsa,2013,Conference USA,5.4,0.25,0.5280898876404494
UAB,2013,Conference USA,4.0,0.16666666666666666,0.3696969696969697
UCF,2013,American Athletic,7.0,0.9230769230769231,0.5459770114942529
UCLA,2013,Pac-12,7.4,0.7692307692307693,0.5423728813559322
UMass,2013,Mid-American,4.0,0.08333333333333333,0.08333333333333333
UNLV,2013,Mountain West,5.5,0.5384615384615384,0.31952662721893493
USC,2013,Pac-12,9.8,0.7142857142857143,0.7611111111111111
Utah,2013,Pac-12,5.9,0.4166666666666667,0.6627906976744186
Utah State,2013,Mountain West,8.1,0.6428571428571429,0.3772455089820359
UTEP,2013,Conference USA,3.7,0.16666666666666666,0.378698224852071
UT San Antonio,2013,Conference USA,7.2,0.5833333333333334,0.625
Vanderbilt,2013,SEC,7.5,0.6923076923076923,0.35714285714285715
Virginia,2013,ACC,5.0,0.16666666666666666,0.4797687861271676
Virginia Tech,2013,ACC,8.1,0.6153846153846154,0.7351351351351352
Wake Forest,2013,ACC,5.2,0.3333333333333333,0.4647058823529412
Washington,2013,Pac-12,9.2,0.6923076923076923,0.45930232558139533
Washington State,2013,Pac-12,6.6,0.46153846153846156,0.4260355029585799
Western Kentucky,2013,Sun Belt,7.7,0.6666666666666666,0.38823529411764707
Western Michigan,2013,Mid-American,2.6,0.08333333333333333,0.4523809523809524
West Virginia,2013,Big 12,4.8,0.3333333333333333,0.6590909090909091
Wisconsin,2013,Big Ten,9.1,0.6923076923076923,0.6830601092896175
Wyoming,2013,Mountain West,5.3,0.4166666666666667,0.3712574850299401
Air Force,2014,Mountain West,9.7,0.7692307692307693,0.5483870967741935
Akron,2014,Mid-American,5.4,0.4166666666666667,0.3595505617977528
Alabama,2014,SEC,11.7,0.8571428571428571,0.7061855670103093
Appalachian State,2014,Sun Belt,8.1,0.5833333333333334,0.5833333333333334
Arizona,2014,Pac-12,8.8,0.7142857142857143,0.46994535519125685
Arizona State,2014,Pac-12,9.7,0.7692307692307693,0.5585106382978723
Arkansas,2014,SEC,8.3,0.5384615384615384,0.5638297872340425
Arkansas State,2014,Sun Belt,6.9,0.5384615384615384,0.45604395604395603
Army,2014,FBS Independents,4.8,0.3333333333333333,0.24719101123595505
Auburn,2014,SEC,8.9,0.6153846153846154,0.689119170984456
Ball State,2014,Mid-American,5.1,0.4166666666666667,0.47513812154696133
Baylor,2014,Big 12,10.2,0.8461538461538461,0.44751381215469616
Boise State,2014,Mountain West,11.5,0.8571428571428571,0.8564102564102564
Boston College,2014,ACC,7.3,0.5384615384615384,0.6020942408376964
Bowling Green,2014,Mid-American,6.3,0.5714285714285714,0.553763440860215
Buffalo,2014,Mid-American,5.5,0.45454545454545453,0.29213483146067415
BYU,2014,FBS Independents,7.1,0.6153846153846154,0.6421052631578947
California,2014,Pac-12,4.7,0.4166666666666667,0.4972972972972973
Central Michigan,2014,Mid-American,7.3,0.5384615384615384,0.4648648648648649
Cincinnati,2014,American Athletic,7.6,0.6923076923076923,0.631578947368421
Clemson,2014,ACC,9.8,0.7692307692307693,0.6614583333333334
Colorado,2014,Pac-12,2.8,0.16666666666666666,0.3924731182795699
Colorado State,2014,Mountain West,8.3,0.7692307692307693,0.478494623655914
Connecticut,2014,American Athletic,2.2,0.16666666666666666,0.4696132596685083
Duke,2014,ACC,7.6,0.6923076923076923,0.2777777777777778
East Carolina,2014,American Athletic,10.0,0.6153846153846154,0.5106382978723404
Eastern Michigan,2014,Mid-American,1.3,0.16666666666666666,0.23295454545454544
Florida,2014,SEC,7.2,0.5833333333333334,0.7098445595854922
Florida Atlantic,2014,Conference USA,3.3,0.25,0.36363636363636365
Florida International,2014,Conference USA,2.8,0.3333333333333333,0.30578512396694213
Florida State,2014,ACC,10.0,0.9285714285714286,0.7222222222222222
Fresno State,2014,Mountain West,6.4,0.42857142857142855,0.6071428571428571
Georgia,2014,SEC,10.7,0.7692307692307693,0.7346938775510204
Georgia Southern,2014,Sun Belt,9.2,0.75,0.75
Georgia State,2014,Sun Belt,1.2,0.08333333333333333,0.041666666666666664
Georgia Tech,2014,ACC,11.0,0.7857142857142857,0.6122448979591837
Hawai'i,2014,Mountain West,3.5,0.3076923076923077,0.5333333333333333
Houston,2014,American Athletic,8.9,0.6153846153846154,0.526595744680851
Illinois,2014,Big Ten,5.0,0.46153846153846156,0.39226519337016574
Indiana,2014,Big Ten,4.1,0.3333333333333333,0.327683615819209
Iowa,2014,Big Ten,8.0,0.5384615384615384,0.6031746031746031
Iowa State,2014,Big 12,2.3,0.16666666666666666,0.41621621621621624
Kansas,2014,Big 12,4.3,0.25,0.38333333333333336
Kansas State,2014,Big 12,8.7,0.6923076923076923,0.6105263157894737
Kent State,2014,Mid-American,2.6,0.18181818181818182,0.3728813559322034
Kentucky,2014,SEC,4.4,0.4166666666666667,0.3867403314917127
Louisiana,2014,Sun Belt,8.4,0.6923076923076923,0.45
Louisiana Monroe,2014,Sun Belt,3.9,0.3333333333333333,0.3615819209039548
Louisiana Tech,2014,Conference USA,9.5,0.6428571428571429,0.47282608695652173
Louisville,2014,ACC,10.5,0.6923076923076923,0.6825396825396826
LSU,2014,SEC,8.7,0.6153846153846154,0.7715736040609137
Marshall,2014,Conference USA,12.1,0.9285714285714286,0.5691489361702128
Maryland,2014,Big Ten,5.0,0.5384615384615384,0.5376344086021505
Memphis,2014,American Athletic,10.2,0.7692307692307693,0.4010989010989011
Miami,2014,ACC,7.3,0.46153846153846156,0.675531914893617
Miami (OH),2014,Mid-American,4.1,0.16666666666666666,0.42934782608695654
Michigan,2014,Big Ten,5.1,0.4166666666666667,0.6329787234042553
Michigan State,2014,Big Ten,10.6,0.8461538461538461,0.5978835978835979
Middle Tennessee,2014,Conference USA,3.9,0.5,0.4888888888888889
Minnesota,2014,Big Ten,8.0,0.6153846153846154,0.48128342245989303
Mississippi State,2014,SEC,9.5,0.7692307692307693,0.453551912568306
Missouri,2014,SEC,10.7,0.7857142857142857,0.6105263157894737
Navy,2014,FBS Independents,8.2,0.6153846153846154,0.5508021390374331
NC State,2014,ACC,7.4,0.6153846153846154,0.5347593582887701
Nebraska,2014,Big Ten,9.1,0.6923076923076923,0.6717948717948717
Nevada,2014,Mountain West,5.4,0.5384615384615384,0.5159574468085106
New Mexico,2014,Mountain West,2.9,0.3333333333333333,0.391304347826087
New Mexico State,2014,Sun Belt,1.9,0.16666666666666666,0.26519337016574585
North Carolina,2014,ACC,4.8,0.46153846153846156,0.4810810810810811
Northern Illinois,2014,Mid-American,9.5,0.7857142857142857,0.6544502617801047
North Texas,2014,Conference USA,3.2,0.3333333333333333,0.3701657458563536
Northwestern,2014,Big Ten,5.3,0.4166666666666667,0.5081081081081081
Notre Dame,2014,FBS Independents,8.0,0.6153846153846154,0.6149732620320856
Ohio,2014,Mid-American,4.6,0.5,0.4864864864864865
Ohio State,2014,Big Ten,12.8,0.9333333333333333,0.8144329896907216
Oklahoma,2014,Big 12,8.5,0.6153846153846154,0.805
Oklahoma State,2014,Big 12,5.3,0.5384615384615384,0.6117021276595744
Old Dominion,2014,Conference USA,4.9,0.5,0.5
Ole Miss,2014,SEC,8.0,0.6923076923076923,0.5054347826086957
Oregon,2014,Pac-12,12.5,0.8666666666666667,0.7616580310880829
Oregon State,2014,Pac-12,4.8,0.4166666666666667,0.5828877005347594
Penn State,2014,Big Ten,7.7,0.5384615384615384,0.6182795698924731
Pittsburgh,2014,ACC,5.7,0.46153846153846156,0.5691489361702128
Purdue,2014,Big Ten,2.6,0.25,0.4731182795698925
Rice,2014,Conference USA,8.0,0.6153846153846154,0.4340659340659341
Rutgers,2014,Big Ten,5.9,0.6153846153846154,0.5081081081081081
San Diego State,2014,Mountain West,7.3,0.5384615384615384,0.43169398907103823
San José State,2014,Mountain West,4.1,0.25,0.39779005524861877
SMU,2014,American Athletic,1.2,0.08333333333333333,0.34065934065934067
South Alabama,2014,Sun Belt,5.3,0.46153846153846156,0.3684210526315789
South Carolina,2014,SEC,5.4,0.5384615384615384,0.6223404255319149
Southern Mississippi,2014,Conference USA,2.8,0.25,0.5185185185185185
South Florida,2014,American Athletic,2.2,0.3333333333333333,0.5388888888888889
Stanford,2014,Pac-12,8.1,0.6153846153846154,0.5519125683060109
Syracuse,2014,ACC,2.7,0.25,0.4230769230769231
TCU,2014,Big 12,10.7,0.9230769230769231,0.7553191489361702
Temple,2014,American Athletic,5.5,0.5,0.3559322033898305
Tennessee,2014,SEC,7.8,0.5384615384615384,0.5873015873015873
Texas,2014,Big 12,7.2,0.46153846153846156,0.7564766839378239
Texas A&M,2014,SEC,6.3,0.6153846153846154,0.5721925133689839
Texas State,2014,Sun Belt,5.9,0.5833333333333334,0.4722222222222222
Texas Tech,2014,Big 12,4.3,0.3333333333333333,0.6178010471204188
Toledo,2014,Mid-American,8.2,0.6923076923076923,0.6182795698924731
Troy,2014,Sun Belt,5.1,0.25,0.5058823529411764
Tulane,2014,American Athletic,3.7,0.25,0.3333333333333333
Tulsa,2014,American Athletic,2.6,0.16666666666666666,0.5052631578947369
UAB,2014,Conference USA,4.9,0.5,0.3785310734463277
UCF,2014,American Athletic,7.6,0.6923076923076923,0.5561497326203209
UCLA,2014,Pac-12,8.8,0.7692307692307693,0.5578947368421052
UMass,2014,Mid-American,5.0,0.25,0.1388888888888889
UNLV,2014,Mountain West,1.4,0.15384615384615385,0.3076923076923077
USC,2014,Pac-12,7.9,0.6923076923076923,0.7564766839378239
Utah,2014,Pac-12,7.0,0.6923076923076923,0.6648648648648648
Utah State,2014,Mountain West,9.7,0.7142857142857143,0.40331491712707185
UTEP,2014,Conference USA,5.8,0.5384615384615384,0.3901098901098901
UT San Antonio,2014,Conference USA,4.4,0.3333333333333333,0.5277777777777778
Vanderbilt,2014,SEC,2.4,0.25,0.35
Virginia,2014,ACC,6.9,0.4166666666666667,0.4756756756756757
Virginia Tech,2014,ACC,7.4,0.5384615384615384,0.7222222222222222
Wake Forest,2014,ACC,2.3,0.25,0.45054945054945056
Washington,2014,Pac-12,7.4,0.5714285714285714,0.46774193548387094
Washington State,2014,Pac-12,4.6,0.25,0.4143646408839779
Western Kentucky,2014,Conference USA,9.8,0.6153846153846154,0.41836734693877553
Western Michigan,2014,Mid-American,7.6,0.6153846153846154,0.46408839779005523
West Virginia,2014,Big 12,7.6,0.5384615384615384,0.6507936507936508
Wisconsin,2014,Big Ten,10.0,0.7857142857142857,0.6903553299492385
Wyoming,2014,Mountain West,4.0,0.3333333333333333,0.3687150837988827
Air Force,2015,Mountain West,8.2,0.5714285714285714,0.55
Akron,2015,Mid-American,7.9,0.6153846153846154,0.3769633507853403
Alabama,2015,SEC,12.5,0.9333333333333333,0.722488038277512
Appalachian State,2015,Sun Belt,10.9,0.8461538461538461,0.72
Arizona,2015,Pac-12,6.1,0.5384615384615384,0.4744897959183674
Arizona State,2015,Pac-12,7.0,0.46153846153846156,0.5522388059701493
Arkansas,2015,SEC,7.9,0.6153846153846154,0.5671641791044776
Arkansas State,2015,Sun Belt,8.2,0.6923076923076923,0.4717948717948718
Army,2015,FBS Independents,4.1,0.16666666666666666,0.24210526315789474
Auburn,2015,SEC,6.9,0.5384615384615384,0.6796116504854369
Ball State,2015,Mid-American,2.7,0.25,0.46113989637305697
Baylor,2015,Big 12,10.8,0.7692307692307693,0.4690721649484536
Boise State,2015,Mountain West,9.3,0.6923076923076923,0.8461538461538461
Boston College,2015,ACC,4.0,0.25,0.5812807881773399
Bowling Green,2015,Mid-American,10.3,0.7142857142857143,0.565
Buffalo,2015,Mid-American,5.2,0.4166666666666667,0.3
BYU,2015,FBS Independents,8.7,0.6923076923076923,0.645320197044335
California,2015,Pac-12,7.9,0.6153846153846154,0.5050505050505051
Central Michigan,2015,Mid-American,8.3,0.5384615384615384,0.4696969696969697
Charlotte,2015,Conference USA,2.0,0.16666666666666666,0.16666666666666666
Cincinnati,2015,American Athletic,8.3,0.5384615384615384,0.625615763546798
Clemson,2015,ACC,14.1,0.9333333333333333,0.6811594202898551
Colorado,2015,Pac-12,3.4,0.3076923076923077,0.3869346733668342
Colorado State,2015,Mountain West,6.4,0.5384615384615384,0.4824120603015075
Connecticut,2015,American Athletic,7.0,0.46153846153846156,0.4690721649484536
Duke,2015,ACC,6.7,0.6153846153846154,0.3005181347150259
East Carolina,2015,American Athletic,5.5,0.4166666666666667,0.505
Eastern Michigan,2015,Mid-American,1.6,0.08333333333333333,0.22340425531914893
Florida,2015,SEC,9.1,0.7142857142857143,0.7101449275362319
Florida Atlantic,2015,Conference USA,4.9,0.25,0.3533834586466165
Florida International,2015,Conference USA,4.9,0.4166666666666667,0.3157894736842105
Florida State,2015,ACC,9.6,0.7692307692307693,0.7251184834123223
Fresno State,2015,Mountain West,4.0,0.25,0.5865384615384616
Georgia,2015,SEC,8.3,0.7692307692307693,0.7368421052631579
Georgia Southern,2015,Sun Belt,8.9,0.6923076923076923,0.72
Georgia State,2015,Sun Belt,7.6,0.46153846153846156,0.1891891891891892
Georgia Tech,2015,ACC,4.2,0.25,0.5913461538461539
Hawai'i,2015,Mountain West,3.6,0.23076923076923078,0.5144230769230769
Houston,2015,American Athletic,10.8,0.9285714285714286,0.5544554455445545
Illinois,2015,Big Ten,4.7,0.4166666666666667,0.39378238341968913
Indiana,2015,Big Ten,7.4,0.46153846153846156,0.3368421052631579
Iowa,2015,Big Ten,10.1,0.8571428571428571,0.6206896551724138
Iowa State,2015,Big 12,4.8,0.25,0.40609137055837563
Kansas,2015,Big 12,1.2,0.0,0.359375
Kansas State,2015,Big 12,4.5,0.46153846153846156,0.6009852216748769
Kent State,2015,Mid-American,3.6,0.25,0.36507936507936506
Kentucky,2015,SEC,5.2,0.4166666666666667,0.38860103626943004
Louisiana,2015,Sun Belt,3.7,0.3333333333333333,0.4427083333333333
Louisiana Monroe,2015,Sun Belt,1.8,0.15384615384615385,0.3473684210526316
Louisiana Tech,2015,Conference USA,9.5,0.6923076923076923,0.4873096446700508
Louisville,2015,ACC,8.9,0.6153846153846154,0.6782178217821783
LSU,2015,SEC,8.0,0.75,0.7703349282296651
Marshall,2015,Conference USA,9.0,0.7692307692307693,0.582089552238806
Maryland,2015,Big Ten,3.8,0.25,0.5202020202020202
Memphis,2015,American Athletic,8.4,0.6923076923076923,0.4205128205128205
Miami,2015,ACC,6.7,0.6153846153846154,0.6716417910447762
Miami (OH),2015,Mid-American,4.4,0.25,0.41836734693877553
Michigan,2015,Big Ten,9.7,0.7692307692307693,0.6417910447761194
Michigan State,2015,Big Ten,10.5,0.8571428571428571,0.6157635467980296
Middle Tennessee,2015,Conference USA,7.2,0.5384615384615384,0.49222797927461137
Minnesota,2015,Big Ten,6.6,0.46153846153846156,0.48
Mississippi State,2015,SEC,9.8,0.6923076923076923,0.46938775510204084
Missouri,2015,SEC,4.4,0.4166666666666667,0.599009900990099
Navy,2015,American Athletic,10.0,0.8461538461538461,0.57
NC State,2015,ACC,7.0,0.5384615384615384,0.535
Nebraska,2015,Big Ten,7.6,0.46153846153846156,0.6586538461538461
Nevada,2015,Mountain West,6.2,0.5384615384615384,0.5174129353233831
New Mexico,2015,Mountain West,4.6,0.5384615384615384,0.4010152284263959
New Mexico State,2015,Sun Belt,3.8,0.25,0.26424870466321243
North Carolina,2015,ACC,11.2,0.7857142857142857,0.5025125628140703
Northern Illinois,2015,Mid-American,7.0,0.5714285714285714,0.6487804878048781
North Texas,2015,Conference USA,1.0,0.08333333333333333,0.35233160621761656
Northwestern,2015,Big Ten,8.0,0.7692307692307693,0.5252525252525253
Notre Dame,2015,FBS Independents,10.2,0.7692307692307693,0.625
Ohio,2015,Mid-American,7.1,0.6153846153846154,0.494949494949495
Ohio State,2015,Big Ten,12.1,0.9230769230769231,0.821256038647343
Oklahoma,2015,Big 12,10.4,0.8461538461538461,0.8075117370892019
Oklahoma State,2015,Big 12,8.4,0.7692307692307693,0.6218905472636815
Old Dominion,2015,Conference USA,3.8,0.4166666666666667,0.4583333333333333
Ole Miss,2015,SEC,10.3,0.7692307692307693,0.5228426395939086
Oregon,2015,Pac-12,8.2,0.6923076923076923,0.7572815533980582
Oregon State,2015,Pac-12,3.0,0.16666666666666666,0.5577889447236181
Penn State,2015,Big Ten,7.3,0.5384615384615384,0.6130653266331658
Pittsburgh,2015,ACC,6.7,0.6153846153846154,0.572139303482587
Purdue,2015,Big Ten,1.8,0.16666666666666666,0.45454545454545453
Rice,2015,Conference USA,5.1,0.4166666666666667,0.4329896907216495
Rutgers,2015,Big Ten,4.1,0.3333333333333333,0.49746192893401014
San Diego State,2015,Mountain West,11.8,0.7857142857142857,0.45685279187817257
San José State,2015,Mountain West,6.8,0.46153846153846156,0.4020618556701031
SMU,2015,American Athletic,2.4,0.16666666666666666,0.32989690721649484
South Alabama,2015,Sun Belt,2.7,0.4166666666666667,0.38
South Carolina,2015,SEC,3.9,0.25,0.6
Southern Mississippi,2015,Conference USA,9.2,0.6428571428571429,0.5270935960591133
South Florida,2015,American Athletic,8.1,0.6153846153846154,0.5440414507772021
Stanford,2015,Pac-12,10.5,0.8571428571428571,0.5736040609137056
Syracuse,2015,ACC,4.6,0.3333333333333333,0.4175257731958763
TCU,2015,Big 12,10.1,0.8461538461538461,0.7611940298507462
Temple,2015,American Athletic,9.2,0.7142857142857143,0.38219895287958117
Tennessee,2015,SEC,9.9,0.6923076923076923,0.594059405940594
Texas,2015,Big 12,5.0,0.4166666666666667,0.7365853658536585
Texas A&M,2015,SEC,7.8,0.6153846153846154,0.575
Texas State,2015,Sun Belt,3.6,0.25,0.4166666666666667
Texas Tech,2015,Big 12,5.9,0.5384615384615384,0.6127450980392157
Toledo,2015,Mid-American,9.6,0.8333333333333334,0.6313131313131313
Troy,2015,Sun Belt,4.9,0.3333333333333333,0.4945054945054945
Tulane,2015,American Athletic,2.8,0.25,0.328125
